dens,nodes,degree_max,degree_mean,degree_median,degree_var,CC_max,CC_mean,CC_var,edge_wt_mean,edge_wt_max,edge_wt_var,DC_mean,DC_var,DC_max,sv1,sv2,sv3,complex
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9996309,1.0,4.0091549000003093e-07,4.0,0.0,4.0,3.9985239174261884,1.0007745439200655,1.0000014609250159,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9674969000000001,0.9998819999999999,0.006773639055689999,4.0,0.0,4.0,3.8731693668834315,1.1744510147338931,1.0043885295240231,1.0
0.7272727272727273,12.0,10.0,8.0,9.0,3.8333333333333335,1.0,0.8634920634920635,0.012477954144620813,0.7722482083333334,0.999986,0.09484711643737326,8.480357142857143,0.15413641922818513,8.875,6.6583222944068625,2.5269716117078995,2.374135786482982,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.4949136666666667,0.849706,0.0753908036002222,2.0,0.0,2.0,1.0461463869473588,0.8974718125533175,0.14867457439404128,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.5552783333333333,0.6843859999999999,0.02894835245755555,2.0,0.0,2.0,1.1256425497457923,0.8109014583465954,0.31474109139919654,1.0
0.8,5.0,4.0,3.2,3.0,0.5599999999999999,1.0,0.8666666666666666,0.026666666666666672,0.689997,0.997238,0.11666952860725,3.4666666666666663,0.15999999999999998,4.0,2.437538926773701,1.6572191108563243,0.8563257277433141,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9998319,0.999999,7.960648999999723e-08,4.0,0.0,4.0,3.9993276596195493,1.0004185749131393,0.9999769633544399,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.7755955000000001,0.985289,0.03815872133925001,4.0,0.0,4.0,3.1243138249434277,1.3596219750639391,0.7522438926403793,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9983023333333332,0.9999979999999999,5.340296222222078e-06,2.0,0.0,2.0,1.996606447852033,1.0015722301611834,0.9950342176908497,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.20855533333333334,0.322756,0.006520896133555554,2.0,0.0,2.0,0.42955721793830337,0.32275600000000004,0.10680121793830341,1.0
1.0,8.0,7.0,7.0,7.0,0.0,1.0,1.0,0.0,0.8319874357142858,0.9997360000000001,0.07239563163905445,7.0,0.0,7.0,5.971189372142689,1.5808270440880725,1.1123436664480377,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9623982000000002,0.99954,0.0021371184887600016,4.0,0.0,4.0,3.8518178304600927,1.0250746908316053,0.9993437342090623,1.0
1.0,9.0,8.0,8.0,8.0,0.0,1.0,1.0,0.0,0.9743283333333334,1.0,0.0073902116835,8.0,0.0,8.0,7.802377737444577,1.3407337645581108,1.0518526964555526,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.5033446666666667,0.6829350000000001,0.032157377133555556,2.0,0.0,2.0,1.025789263827758,0.7724268677686567,0.2533623960591013,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8924963333333333,0.99982,0.01829094732688889,2.0,0.0,2.0,1.7913658468525386,1.0900492246945588,0.7013166221579797,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.7927236666666667,0.8858600000000001,0.004535183974888892,2.0,0.0,2.0,1.587417454121139,0.888140484264756,0.6992769698563833,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8473229999999999,0.9983350000000001,0.044512176562666685,2.0,0.0,2.0,1.7102323711397938,1.161276692827396,0.5489556783123973,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8629163333333333,0.999216,0.018005547608222216,2.0,0.0,2.0,1.732464473655002,1.0581060846220174,0.6743583890329845,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.256681,0.352722,0.009223873680999998,1.6666666666666667,0.2222222222222222,2.0,0.3875796935908794,0.3875796935908794,0.0,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.6600705,0.661305,1.5239902500000673e-06,1.6666666666666667,0.2222222222222222,2.0,0.9334822858099664,0.9334822858099664,0.0,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.6940665,0.9998879999999999,0.07378876485604999,4.0,0.0,4.0,2.8743596633923514,1.4148580187964654,0.7672325254252373,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.6567645,0.9970319999999999,0.11578197155624997,1.6666666666666667,0.2222222222222222,2.0,1.0460607821885877,1.0460607821885877,0.0,1.0
1.0,8.0,7.0,7.0,7.0,0.0,1.0,1.0,0.0,0.8778550357142857,0.9999819999999999,0.024479977788534446,7.0,0.0,7.0,6.192295624138796,1.3037725407934588,1.029016060400922,1.0
0.6666666666666666,4.0,3.0,2.0,2.0,0.5,1.0,0.5833333333333333,0.1875,0.587957,0.9394049999999999,0.10246325166949999,2.416666666666667,0.22916666666666666,3.0,1.3638502566630861,1.29305577085332,0.1945619459649974,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9838826666666667,0.999741,0.00012574336955555572,2.0,0.0,2.0,1.9678081639000096,0.9997410000957264,0.9680671638042834,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.7482122,0.999984,0.09757513618436,4.0,0.0,4.0,3.116899398766174,1.359416736191632,0.9714570660374827,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.9818015,0.99926,0.00030479922224999957,1.6666666666666667,0.2222222222222222,2.0,1.3886965000492368,1.3886965000492368,0.0,1.0
1.0,7.0,6.0,6.0,6.0,0.0,1.0,1.0,0.0,0.7971440000000001,0.999549,0.07248483493857144,6.0,0.0,6.0,4.886889350001935,1.6290713119358138,1.2435774416257985,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.999276,0.9999790000000001,8.034259999999112e-07,2.0,0.0,2.0,1.9985522678915006,1.0005438820693606,0.9980083858221402,1.0
1.0,10.0,9.0,9.0,9.0,0.0,1.0,1.0,0.0,0.9135057777777779,0.9999049999999999,0.02254265420132839,9.0,0.0,9.0,8.278792225839965,1.4050349622946492,1.2277242484672588,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.991909,0.9999899999999999,0.00012825968066666654,2.0,0.0,2.0,1.9838608706342011,1.0079680897554208,0.9758927808787802,1.0
0.5238095238095238,7.0,4.0,3.142857142857143,4.0,1.2653061224489794,1.0,0.5714285714285714,0.08616780045351476,0.48119518181818166,0.992173,0.12572472788905784,3.5,0.125,4.0,2.144529612861772,1.5770733547549323,0.7262136088286353,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.603873,0.773273,0.02830738626233334,3.0,0.0,3.0,1.8409079460151914,0.9185462069316345,0.630879201682984,1.0
0.7619047619047619,7.0,6.0,4.571428571428571,5.0,2.2448979591836737,1.0,0.8095238095238094,0.12244897959183676,0.9928161874999999,0.999994,0.0003166246019023429,5.190476190476191,0.19863945578231304,6.0,4.9995975540879725,1.5356991843664225,1.0424716120953244,1.0
0.5454545454545454,11.0,7.0,5.454545454545454,7.0,3.884297520661157,1.0,0.8441558441558442,0.033844942935852024,0.9248954666666668,1.0,0.020473463661182214,5.733766233766234,2.052032383201215,7.0,5.944103011686163,2.1270078234833294,2.0627855964847956,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.599117,0.980915,0.126815059896,2.0,0.0,2.0,1.2612092965836703,1.1446883490772155,0.11652094750645499,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.5419533,0.9999959999999999,0.11309917290121,4.0,0.0,4.0,2.3697643081455095,1.4176621847607338,0.6897400287803399,1.0
1.0,6.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.8275927999999998,0.9999459999999999,0.05481927014376001,5.0,0.0,5.0,4.214400477738665,1.4077242751653105,1.008940999441069,1.0
1.0,20.0,19.0,19.0,19.0,0.0,1.0,1.0,0.0,0.9272508163157894,1.0,0.04094486619887831,19.0,0.0,19.0,17.749279802489713,2.5992099097796877,1.9300865651460009,1.0
0.6666666666666666,4.0,3.0,2.0,2.0,0.5,1.0,0.5833333333333334,0.1875,0.8131135,0.992806,0.016974851486749997,2.4166666666666665,0.22916666666666663,3.0,1.7706565068313986,1.3500568904423562,0.6454418721710115,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.45626449999999996,0.603324,0.021626496540249993,1.6666666666666667,0.2222222222222222,2.0,0.6779436414636545,0.6779436414636545,0.0,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.7414053333333334,0.9995879999999999,0.09650160684422221,2.0,0.0,2.0,1.5189769957641999,1.2156486563488105,0.30332833941538945,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9067033333333333,0.9729969999999999,0.003554364013555551,2.0,0.0,2.0,1.8146972150473373,0.9919146133923203,0.8227826016550174,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.7825713333333333,0.998193,0.06823072250555556,2.0,0.0,2.0,1.590227952569842,1.1763319414061182,0.4138960111637242,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8292006666666666,0.999776,0.05665613553155555,2.0,0.0,2.0,1.6783224674736974,1.1857372207523222,0.4925852467213747,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.73831,0.902331,0.02690288844099999,1.6666666666666667,0.2222222222222222,2.0,1.0695836054661647,1.0695836054661645,0.0,1.0
0.4358974358974359,13.0,8.0,5.230769230769231,6.0,5.562130177514793,1.0,0.750915750915751,0.12461759851869744,0.365533594117647,0.9844709999999999,0.09767371294289114,5.721153846153846,2.2135108481262327,7.0,2.8839226289339153,1.9915677210505778,1.322201841868559,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.5584468333333333,0.979634,0.1554772503681389,3.0,0.0,3.0,1.821816446224109,1.4926653808265244,0.2230822740248204,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.8953789999999998,0.997674,0.010727894622666663,3.0,0.0,3.0,2.69213276438561,1.058212556478457,0.9701546216314986,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.9848545,0.993812,8.023680625000112e-05,1.6666666666666667,0.2222222222222222,2.0,1.3928521981721536,1.3928521981721533,0.0,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9961296666666667,0.9993200000000001,5.256113555555798e-06,2.0,0.0,2.0,1.9922610938186014,0.9993720471075588,0.992889046711042,1.0
1.0,6.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.4022299533333334,0.940506,0.12316630776806245,5.0,0.0,5.0,2.3350029552651397,1.6899353271309236,0.4161350590010531,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.9757581666666667,0.9999879999999999,0.0015227946908055528,3.0,0.0,3.0,2.9280648147566044,1.0385492119008521,1.0006098489141724,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9359973333333333,0.9997360000000001,0.0077205619082222265,2.0,0.0,2.0,1.8746254080540008,1.0628889531937007,0.8117364548603004,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.302651,0.414998,0.0064684667086666635,2.0,0.0,2.0,0.6132689881732466,0.416744187745818,0.19652480042742856,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.9994784999999999,0.9999899999999999,2.6163224999994124e-07,1.6666666666666667,0.2222222222222222,2.0,1.4134762350987724,1.4134762350987722,0.0,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.461808,0.9210729999999999,0.10549635195266664,2.0,0.0,2.0,1.0261426586285403,0.9211918697886049,0.10495078883993535,1.0
1.0,16.0,15.0,15.0,15.0,0.0,1.0,1.0,0.0,0.8278801833333332,0.9999879999999999,0.0607867112860164,15.0,0.0,15.0,12.836603442687602,1.4925730250664406,1.3816727421189614,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.3824902,0.9210729999999999,0.07460425453056,4.0,0.0,4.0,1.7660682937810437,0.9758862065293863,0.5445650703448047,1.0
0.6,15.0,12.0,8.4,8.0,4.24,1.0,0.8572390572390574,0.02056642746205036,0.5425496984126983,0.9926719999999999,0.07352990411002015,8.791111111111112,0.5957728395061728,9.5,5.192162924433979,2.8964159376016223,2.053604852484509,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9952753333333333,0.999717,3.922628955555534e-05,2.0,0.0,2.0,1.9905637652533812,1.0041457778884384,0.9864179873649427,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9126790000000001,0.9999969999999999,0.004638196295999999,2.0,0.0,2.0,1.8270685636279675,1.00960096627237,0.8174675973555976,1.0
0.6666666666666666,4.0,3.0,2.0,2.0,0.5,1.0,0.5833333333333334,0.1875,0.97771425,0.9999680000000001,0.0014508388651874981,2.4166666666666665,0.22916666666666663,3.0,2.113699951308021,1.44639740537707,0.9956817351807681,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.98143,0.9994770000000001,0.00033857474466666954,2.0,0.0,2.0,1.9629742397182512,1.0075516472079198,0.9554225925103311,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.9090748333333333,0.9998309999999999,0.014100649932472226,3.0,0.0,3.0,2.735152946911465,1.090719592493237,1.0002630607462797,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.388114,0.462776,0.0055744142440000005,1.6666666666666667,0.2222222222222222,2.0,0.5589398737610335,0.5589398737610335,6.226101300899271e-17,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9440983000000001,0.999899,0.010242489000810002,4.0,0.0,4.0,3.7834887955059386,1.1432999244780349,1.0103871597310157,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.5536004999999999,0.568619,0.00022555534224999972,1.6666666666666667,0.2222222222222222,2.0,0.783197381178589,0.783197381178589,0.0,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.6968376666666667,0.9538610000000001,0.06175468074155557,3.0,0.0,3.0,2.110924985544503,1.293156474345637,0.6384690356172895,1.0
0.6666666666666666,6.0,4.0,3.3333333333333335,4.0,1.2222222222222225,1.0,0.6666666666666666,0.11111111111111112,0.7240335,1.0,0.09822190065224999,3.75,0.0625,4.0,2.7513757282664324,1.4323040923791457,1.1196959537155766,1.0
0.5,4.0,2.0,1.5,1.5,0.25,0.0,0.0,0.0,0.7740953333333334,0.9706030000000001,0.019500422882888904,1.75,0.0625,2.0,1.265191990578011,1.265191990578011,0.505431747015609,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.505674,0.568619,0.003962073025,1.6666666666666667,0.2222222222222222,2.0,0.7206500777783903,0.7206500777783903,0.0,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.882569,0.997028,0.025793192094000012,2.0,0.0,2.0,1.7740823156292755,1.118639190175882,0.6554431254533939,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.4978964,0.9844709999999999,0.14375474489523998,4.0,0.0,4.0,2.226753486912499,1.6567714015911115,0.29393051117299707,1.0
1.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.9630714999999999,0.996499,0.004826613446649997,4.0,0.0,4.0,3.855168143368293,1.119040137836341,0.993437124938312,1.0
0.7333333333333333,6.0,5.0,3.6666666666666665,4.0,1.5555555555555554,1.0,0.7666666666666666,0.13888888888888892,0.7657028181818183,0.999999,0.08992209552269421,4.233333333333333,0.21388888888888893,5.0,3.2276050239357517,1.5237514614573036,1.0269554875771534,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.6130435,0.999216,0.08170957394091667,3.0,0.0,3.0,1.944985121742906,1.1049281071423223,0.6785838614836792,1.0
0.5714285714285714,8.0,7.0,4.0,4.0,1.5,1.0,0.9285714285714286,0.03571428571428571,0.4755941875,0.97134,0.10422256197277735,4.446428571428571,0.14657738095238093,4.75,2.1266137848364997,1.5728101100136074,1.4822671359881507,1.0
0.7,5.0,4.0,2.8,3.0,0.96,1.0,0.7,0.16,0.6257994285714286,0.959558,0.08836405298367346,3.3,0.22666666666666666,4.0,1.9584608865955484,1.4349955772168865,0.8317591732443446,1.0
0.7,5.0,4.0,2.8,3.0,0.96,1.0,0.7,0.16,0.9944881428571428,0.999965,5.72923641224496e-05,3.3,0.2266666666666667,4.0,3.068047734794141,1.5156561115752265,1.0011387781252166,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.50105,0.667403,0.016173363245999998,2.0,0.0,2.0,1.0134340755847075,0.6838806008374325,0.3295534747472747,1.0
1.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.8863473333333333,0.9999979999999999,0.018505481916222227,3.0,0.0,3.0,2.672506959765783,1.0691913871544454,0.9999389523668841,1.0
0.6666666666666666,3.0,2.0,1.3333333333333333,1.0,0.2222222222222222,0.0,0.0,0.0,0.42825749999999996,0.568619,0.01970135068225,1.6666666666666667,0.2222222222222222,2.0,0.6373473730839407,0.6373473730839407,0.0,1.0
0.8484848484848485,12.0,11.0,9.333333333333334,10.0,6.388888888888888,1.0,0.9015151515151515,0.07638888888888888,0.8504355357142858,0.999999,0.032188966650141586,10.098484848484846,0.1377525252525253,11.0,8.591664153245665,1.9760605605170805,1.2340691542251647,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.6808113333333333,0.8725040000000001,0.024061553312888895,2.0,0.0,2.0,1.3735303721728886,0.9053003371787891,0.46823003499409954,1.0
0.7333333333333333,6.0,5.0,3.6666666666666665,3.0,0.888888888888889,1.0,0.8666666666666666,0.03555555555555556,0.9033217272727273,0.999649,0.06278112592310742,4.022222222222221,0.19358024691358014,4.333333333333333,3.5837101843879466,2.0672523530791524,0.9850818564385994,1.0
1.0,13.0,12.0,12.0,12.0,0.0,1.0,1.0,0.0,0.746823564102564,0.999708,0.0630108135279382,12.0,0.0,12.0,9.15684135662696,2.0918064126330105,1.900139083840314,1.0
0.6666666666666666,4.0,3.0,2.0,2.0,0.5,1.0,0.5833333333333334,0.1875,0.7891747499999999,0.992806,0.015504323997687496,2.4166666666666665,0.22916666666666663,3.0,1.7338521546442223,1.2851093173236374,0.6414892447132554,1.0
1.0,32.0,31.0,31.0,31.0,0.0,1.0,1.0,0.0,0.8668978326612904,0.9999959999999999,0.040005833533344984,31.0,0.0,31.0,27.385098679782356,2.1526200419680026,1.832634833050562,1.0
1.0,8.0,7.0,7.0,7.0,0.0,1.0,1.0,0.0,0.8279259285714285,0.9999819999999999,0.07628230735292348,7.0,0.0,7.0,6.0408508613208465,1.164282088807833,1.0424670361707573,1.0
1.0,10.0,9.0,9.0,9.0,0.0,1.0,1.0,0.0,0.9830434444444447,0.9999870000000001,0.0007308327334469138,9.0,0.0,9.0,8.848622757454265,1.0865927620910096,1.039303768556488,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9982593333333334,0.9997010000000001,1.324781555555622e-06,2.0,0.0,2.0,1.9965191090599215,0.9998872753085859,0.9966318337513351,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9024636666666668,0.9538610000000001,0.001323438089555559,2.0,0.0,2.0,1.805425451066756,0.9539135918278014,0.8515118592389549,1.0
0.47619047619047616,7.0,4.0,2.857142857142857,3.0,1.2653061224489797,1.0,0.5476190476190476,0.14852607709750565,0.8786197,1.0,0.03998668474401,3.1785714285714284,0.45918367346938777,4.0,3.057873971775445,1.650528256994163,1.3815056310399407,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9838066666666666,0.999541,0.0004880606228888892,2.0,0.0,2.0,1.9677769570045165,1.015213222931125,0.9525637340733916,1.0
0.8717948717948718,13.0,12.0,10.461538461538462,11.0,6.0946745562130165,1.0,0.9766899766899767,0.0029884645269260632,0.9000111764705883,0.999999,0.047152913382321804,11.114219114219114,0.1576822555843534,12.0,10.149651861641182,1.916844693886512,1.1453912219988465,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8714603333333334,0.996828,0.025476453610888888,2.0,0.0,2.0,1.7518787735795436,1.106046471782991,0.645832301796552,1.0
0.5555555555555556,10.0,9.0,5.0,5.0,2.0,1.0,0.9444444444444444,0.027777777777777783,0.8790738,0.9999979999999999,0.018571622108959997,5.455555555555555,0.1572222222222222,5.8,4.779653242605723,2.962107706907648,1.459897986392965,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.998474,0.9999950000000001,2.3816406666668323e-06,2.0,0.0,2.0,1.9969487946668958,1.0006571842732614,0.9962916103936348,1.0
0.6428571428571429,8.0,6.0,4.5,4.5,2.5,1.0,0.7250000000000001,0.09604166666666666,0.9558537777777778,1.0,0.020189060221506173,5.106249999999999,0.15194010416666676,5.75,4.804575556647108,1.91244066864515,1.5666182454880078,1.0
1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.302651,0.414998,0.0064684667086666635,2.0,0.0,2.0,0.6132689881732466,0.416744187745818,0.19652480042742856,1.0
